stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
IDFM:13696,,Marché,,2.0580870386688073,48.97876124543925,5,,0,IDFM:65619,Europe/Paris,,2,
IDFM:13699,,Quercy,,2.0522931692781428,48.99156631007478,5,,0,IDFM:65920,Europe/Paris,,1,
IDFM:23188,,Ivry-sur-Seine / Voltaire,,2.385808377211655,48.81275993132755,2,,0,IDFM:483412,Europe/Paris,,1,
IDFM:23184,,Parc Médicis,,2.339532681841688,48.75379969280229,3,,0,IDFM:418842,Europe/Paris,,1,
IDFM:23185,,Patay - Tolbiac,,2.371831856740094,48.827841843004244,1,,0,IDFM:71561,Europe/Paris,,1,
IDFM:23183,,Parc Médicis,,2.3396429729525816,48.753683376314314,3,,0,IDFM:418842,Europe/Paris,,1,
IDFM:23180,,Teratec,,2.2035729565703708,48.59785007933049,5,,0,IDFM:73742,Europe/Paris,,2,
IDFM:13690,,Rue de l'Hautil,,2.0568604259974808,48.9838685210194,5,,0,IDFM:65719,Europe/Paris,,2,
IDFM:13694,,Jean Monnet,,2.053701430886584,48.97576807814721,5,,0,IDFM:65543,Europe/Paris,,2,
IDFM:13693,,Mairie,,2.060855489374132,48.9813009428357,5,,0,IDFM:65677,Europe/Paris,,2,
IDFM:13692,,Mairie,,2.0611347273579472,48.98172579072362,5,,0,IDFM:65677,Europe/Paris,,2,
IDFM:13691,,Leclerc,,2.0541856327261687,48.97618556909098,5,,0,IDFM:65543,Europe/Paris,,2,
IDFM:13855,,Limay,,1.7458844839715615,48.9852923366077,5,,0,IDFM:65788,Europe/Paris,,0,
IDFM:13851,,Hauts de Limay,,1.738285479962509,49.00449409806319,5,,0,IDFM:66270,Europe/Paris,,1,
IDFM:40697,,Brassens,,2.5557656381390315,48.957249181091704,4,,0,IDFM:485544,Europe/Paris,,2,
IDFM:40698,,Bec Salé,,2.5400050899154913,48.955948784447635,4,,0,IDFM:73524,Europe/Paris,,1,
IDFM:40699,,Bec Salé,,2.5399928671215526,48.95578687177064,4,,0,IDFM:73524,Europe/Paris,,1,
IDFM:40696,,Brassens,,2.5555467735810016,48.95729333263833,4,,0,IDFM:485544,Europe/Paris,,2,
IDFM:13842,,Ecole,,1.814114044815163,49.060891989632,5,,0,IDFM:66938,Europe/Paris,,2,
IDFM:13843,,Basses Meunières,,1.7433610567525728,48.99301811103493,5,,0,IDFM:423365,Europe/Paris,,2,
IDFM:13840,,Trois Cornets,,1.842350798196738,48.98967936927385,5,,0,IDFM:65882,Europe/Paris,,2,
IDFM:13841,,Ecole,,1.8141209890972454,49.060851591881026,5,,0,IDFM:66938,Europe/Paris,,2,
IDFM:40688,,Rossignols Provence,,2.615817177444666,48.94683644895042,5,,0,IDFM:68859,Europe/Paris,,2,
IDFM:40689,,Rossignols Provence,,2.6157074936468376,48.94689904540638,5,,0,IDFM:68859,Europe/Paris,,2,
IDFM:40686,,Reneuse,,2.6072016794534356,48.9523479431037,5,,0,IDFM:68896,Europe/Paris,,2,
IDFM:40684,,Parc d'Activités de l'Ambrésis,,2.6244505235800952,48.9461623848137,5,,0,IDFM:487098,Europe/Paris,,2,
IDFM:40685,,Reneuse,,2.607475637346535,48.95223193741558,5,,0,IDFM:68896,Europe/Paris,,2,
IDFM:40683,,L'Ambrésis,,2.621686637859905,48.94699899622165,5,,0,IDFM:68874,Europe/Paris,,1,
IDFM:40681,,Ronsard,,2.5632236979942755,48.95698881961285,4,,0,IDFM:73528,Europe/Paris,,1,
IDFM:13835,,Carpe qui tête / Juziers,,1.8472918628721628,48.98993828041325,5,,0,IDFM:65880,Europe/Paris,,1,
IDFM:13836,,Carpe qui tête / Juziers,,1.8472947769369659,48.98984388125555,5,,0,IDFM:65880,Europe/Paris,,1,
IDFM:13837,,Tilleuls,,1.859725707410599,48.99191415753402,5,,0,IDFM:65954,Europe/Paris,,2,
IDFM:13838,,Tilleuls,,1.8593059073985825,48.99173929966921,5,,0,IDFM:65954,Europe/Paris,,2,
IDFM:13839,,Trois Cornets,,1.8385097046933623,48.98976814845649,5,,0,IDFM:65882,Europe/Paris,,2,
IDFM:40679,,LEP Boucher,,2.57932168549644,48.95044585697856,4,,0,IDFM:73502,Europe/Paris,,1,
IDFM:40675,,VIe Avenue,,2.570092938133752,48.963524206105326,4,,0,IDFM:73557,Europe/Paris,,2,
IDFM:40677,,Cimetière,,2.5529604656064837,48.98492637716718,,,0,IDFM:73582,Europe/Paris,,1,
IDFM:40672,,La Paix,,2.5137618690169865,48.93967648524234,4,,0,IDFM:73457,Europe/Paris,,2,
IDFM:422190,,Gendarmerie,,2.318134900346959,49.06838352920561,5,,0,IDFM:419363,Europe/Paris,,0,
IDFM:40674,,VIe Avenue,,2.5702574871996244,48.96344386374436,4,,0,IDFM:73557,Europe/Paris,,2,
IDFM:13824,,Mairie,,1.8256985731639943,49.04569594690508,5,,0,IDFM:66895,Europe/Paris,,2,
IDFM:13823,,Mairie,,1.8257073682459735,49.0459118557714,5,,0,IDFM:66895,Europe/Paris,,2,
IDFM:40663,,Verdun,,2.5969010849850163,48.95480468387702,5,,0,IDFM:68925,Europe/Paris,,2,
IDFM:40662,,Papin,,2.638643308443128,48.982364504845165,5,,0,IDFM:69098,Europe/Paris,,0,
IDFM:40661,,L'Orme aux Bergers,,2.6205728604398586,48.98363956871945,5,,0,IDFM:69113,Europe/Paris,,0,
IDFM:40660,,Newton,,2.6416705619919743,48.98319188051777,5,,0,IDFM:69104,Europe/Paris,,0,
IDFM:40666,,Belle Etoile (165),,2.506544630360868,48.98241543010931,5,,0,IDFM:69097,Europe/Paris,,1,
IDFM:40665,,Belle Etoile (123),,2.5030230497911394,48.980647384326986,5,,0,IDFM:69086,Europe/Paris,,1,
IDFM:13891,,Gare des Mureaux (C1),,1.9127382601345568,48.99306273915126,5,,0,IDFM:65994,Europe/Paris,,2,
IDFM:40664,,Clos Marchais,,2.6271558023627017,48.91311362734382,5,,0,IDFM:68691,Europe/Paris,,2,
IDFM:13898,,Frédéric Chartier,,1.9699656474911238,48.920255524283476,5,,0,IDFM:64737,Europe/Paris,,2,
IDFM:13899,,Frédéric Chartier,,1.969748583909878,48.92019070378267,5,,0,IDFM:64737,Europe/Paris,,1,
IDFM:13896,,Pont A13,,1.997287367477921,48.92515486752979,5,,0,IDFM:415628,Europe/Paris,,1,
IDFM:40652,,Inmac,,2.643899732900489,48.98286580461269,5,,0,IDFM:73928,Europe/Paris,,0,
IDFM:40651,,Frères Lumière,,2.6293446355815777,48.97589765282872,5,,0,IDFM:424021,Europe/Paris,,0,
IDFM:13880,,Collège Henri IV,,1.923180071381041,49.01345371264336,5,,0,IDFM:66429,Europe/Paris,,2,
IDFM:13881,,Boulevard Thiers - Thun le Paradis,,1.9213950626781708,49.00658519415772,5,,0,IDFM:66334,Europe/Paris,,1,
IDFM:40658,,Mail des Droits de l'Homme,,2.582551076966722,48.961463984469106,5,,0,IDFM:68968,Europe/Paris,,0,
IDFM:40657,,Fulbert Lenfant,,2.611505862646947,48.982999075780356,5,,0,IDFM:69102,Europe/Paris,,0,
IDFM:40659,,Nantes,,2.58720446962227,48.96190273928598,5,,0,IDFM:68981,Europe/Paris,,0,
IDFM:13888,,Épinettes,,1.9586327164867408,48.940338717231995,5,,0,IDFM:64954,Europe/Paris,,1,
IDFM:13886,,Les Sources,,1.8767403777091032,48.996301351687706,5,,0,IDFM:66057,Europe/Paris,,2,
IDFM:13885,,Les Sources,,1.8750811434524401,48.99592608956769,5,,0,IDFM:66057,Europe/Paris,,2,
IDFM:13884,,Beau Site,,1.8869924687843806,48.99940052181614,5,,0,IDFM:66159,Europe/Paris,,2,
IDFM:13883,,Beau Site,,1.8871260366767457,48.99954564723396,5,,0,IDFM:66159,Europe/Paris,,2,
IDFM:40641,,Mairie de Compans,,2.6631774478374495,48.9938559910671,5,,0,IDFM:69140,Europe/Paris,,0,
IDFM:40640,,Caquot,,2.6501762452411923,48.984062255226014,5,,0,IDFM:69110,Europe/Paris,,0,
IDFM:40649,,Epinal,,2.587785415499359,48.962696074129866,5,,0,IDFM:68981,Europe/Paris,,0,
IDFM:40648,,Gustave Dubois,,2.634842567331585,48.97302797752419,5,,0,IDFM:69046,Europe/Paris,,0,
