from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:427538,IDFM:479947,2,113
IDFM:16583,IDFM:16584,2,191
IDFM:463021,IDFM:463551,2,310
IDFM:39313,IDFM:490575,2,60
IDFM:11321,IDFM:11320,2,60
IDFM:30160,IDFM:17037,2,197
IDFM:25225,IDFM:7846,2,256
IDFM:4720,IDFM:4721,2,79
IDFM:34133,IDFM:462976,2,224
IDFM:32699,IDFM:32700,2,60
IDFM:8768,IDFM:8751,2,72
IDFM:483615,IDFM:483612,2,151
IDFM:4338,IDFM:4068,2,274
IDFM:22940,IDFM:420782,2,60
IDFM:472488,IDFM:18758,2,84
IDFM:9005,IDFM:8617,2,320
IDFM:2577,IDFM:2592,2,254
IDFM:28856,IDFM:28965,2,60
IDFM:490619,IDFM:19120,2,60
IDFM:411599,IDFM:411582,2,290
IDFM:9775,IDFM:monomodalStopPlace:47181,2,196
IDFM:11607,IDFM:11608,2,60
IDFM:490910,IDFM:41492,2,60
IDFM:5749,IDFM:9531,2,355
IDFM:427159,IDFM:427168,2,211
IDFM:29437,IDFM:23460,2,353
IDFM:21780,IDFM:17039,2,60
IDFM:423848,IDFM:419598,2,273
IDFM:22843,IDFM:483909,2,259
IDFM:474187,IDFM:31031,2,60
IDFM:26260,IDFM:37707,2,213
IDFM:16178,IDFM:16179,2,60
IDFM:17255,IDFM:17254,2,73
IDFM:28323,IDFM:19884,2,239
IDFM:422038,IDFM:4184,2,375
IDFM:19360,IDFM:40077,2,369
IDFM:19528,IDFM:19153,2,355
IDFM:27673,IDFM:27674,2,62
IDFM:24841,IDFM:463080,2,239
IDFM:488690,IDFM:19517,2,153
IDFM:7234,IDFM:7235,2,60
IDFM:35986,IDFM:12037,2,370
IDFM:22973,IDFM:460547,2,85
IDFM:24484,IDFM:463233,2,196
IDFM:480785,IDFM:33518,2,60
IDFM:31590,IDFM:25030,2,341
IDFM:32969,IDFM:32752,2,269
IDFM:464009,IDFM:26761,2,83
IDFM:19826,IDFM:40772,2,316
IDFM:25262,IDFM:29379,2,60
IDFM:39320,IDFM:23449,2,229
IDFM:26745,IDFM:427371,2,374
IDFM:425956,IDFM:425958,2,246
IDFM:427894,IDFM:427895,2,321
IDFM:28435,IDFM:37380,2,71
IDFM:22055,IDFM:22800,2,345
IDFM:31161,IDFM:31147,2,60
IDFM:18427,IDFM:18650,2,230
IDFM:463069,IDFM:8412,2,224
IDFM:4236,IDFM:4242,2,259
IDFM:14916,IDFM:14995,2,359
IDFM:22134,IDFM:463264,2,90
IDFM:7651,IDFM:19937,2,102
IDFM:16173,IDFM:16174,2,67
IDFM:420903,IDFM:462411,2,217
IDFM:37137,IDFM:462963,2,211
IDFM:472755,IDFM:28984,2,96
IDFM:37359,IDFM:462955,2,416
IDFM:5092,IDFM:5073,2,377
IDFM:33267,IDFM:33269,2,201
IDFM:26443,IDFM:426617,2,93
IDFM:39314,IDFM:21927,2,287
IDFM:2272,IDFM:426791,2,330
IDFM:23335,IDFM:18732,2,97
IDFM:416585,IDFM:416582,2,60
IDFM:28770,IDFM:36762,2,224
IDFM:20233,IDFM:9949,2,268
IDFM:39666,IDFM:27761,2,203
IDFM:14396,IDFM:14400,2,257
IDFM:463932,IDFM:13665,2,60
IDFM:40640,IDFM:40563,2,252
IDFM:2490,IDFM:477311,2,278
IDFM:monomodalStopPlace:427872,IDFM:462720,2,248
IDFM:478294,IDFM:11245,2,366
IDFM:34381,IDFM:34690,2,248
IDFM:25134,IDFM:36974,2,62
IDFM:31744,IDFM:31745,2,77
IDFM:11551,IDFM:11554,2,371
IDFM:16481,IDFM:20043,2,306
IDFM:421203,IDFM:2265,2,76
IDFM:31147,IDFM:31051,2,380
IDFM:490644,IDFM:14603,2,191
IDFM:10407,IDFM:9442,2,235
IDFM:10291,IDFM:21648,2,111
IDFM:29710,IDFM:29711,2,302
IDFM:7528,IDFM:20158,2,60
IDFM:472029,IDFM:13510,2,302
IDFM:16724,IDFM:16797,2,157
IDFM:9062,IDFM:8992,2,307
IDFM:22250,IDFM:5254,2,259
IDFM:490571,IDFM:38180,2,60
IDFM:15588,IDFM:15258,2,347
IDFM:463189,IDFM:28560,2,191
IDFM:6184,IDFM:427136,2,268
IDFM:422928,IDFM:2568,2,215
IDFM:29098,IDFM:29097,2,60
IDFM:32798,IDFM:32789,2,356
IDFM:14234,IDFM:14236,2,366
IDFM:21677,IDFM:16050,2,60
IDFM:424864,IDFM:9737,2,60
IDFM:488622,IDFM:monomodalStopPlace:486964,2,54
IDFM:34196,IDFM:12414,2,60
IDFM:5422,IDFM:422365,2,360
IDFM:14365,IDFM:14349,2,239
IDFM:420821,IDFM:6963,2,251
IDFM:9391,IDFM:6367,2,358
IDFM:417740,IDFM:417707,2,301
IDFM:18196,IDFM:3567,2,146
IDFM:13753,IDFM:13754,2,60
IDFM:8000,IDFM:23733,2,204
IDFM:10004,IDFM:20751,2,60
IDFM:12496,IDFM:12506,2,88
IDFM:426562,IDFM:486676,2,80
IDFM:29234,IDFM:monomodalStopPlace:473109,2,205
IDFM:5601,IDFM:483224,2,221
IDFM:7123,IDFM:7124,2,60
IDFM:479619,IDFM:10622,2,60
IDFM:472781,IDFM:13701,2,192
IDFM:477638,IDFM:427388,2,60
IDFM:482337,IDFM:484163,2,60
IDFM:30017,IDFM:22593,2,260
IDFM:11757,IDFM:29382,2,345
IDFM:481433,IDFM:30238,2,140
IDFM:12092,IDFM:29762,2,218
IDFM:16437,IDFM:16436,2,63
IDFM:18261,IDFM:423905,2,60
IDFM:6457,IDFM:30869,2,217
IDFM:8991,IDFM:9062,2,238
IDFM:28014,IDFM:22044,2,258
IDFM:10123,IDFM:21764,2,158
IDFM:419669,IDFM:427406,2,144
IDFM:2458,IDFM:2397,2,374
IDFM:18868,IDFM:18810,2,305
IDFM:2245,IDFM:28332,2,330
IDFM:19092,IDFM:18914,2,127
IDFM:32723,IDFM:484085,2,60
IDFM:8854,IDFM:8837,2,347
IDFM:12521,IDFM:12522,2,60
IDFM:4132,IDFM:491341,2,193
IDFM:422943,IDFM:423744,2,331
IDFM:22971,IDFM:36302,2,60
IDFM:26781,IDFM:37143,2,289
IDFM:463582,IDFM:26370,2,173
IDFM:27801,IDFM:27802,2,289
IDFM:29310,IDFM:37520,2,112
IDFM:13313,IDFM:13603,2,221
IDFM:36134,IDFM:463122,2,263
IDFM:487980,IDFM:488367,2,60
IDFM:23730,IDFM:23732,2,135
IDFM:422499,IDFM:37354,2,76
IDFM:17454,IDFM:17516,2,60
IDFM:14234,IDFM:14231,2,351
IDFM:412308,IDFM:5641,2,305
IDFM:24108,IDFM:22186,2,243
IDFM:423565,IDFM:14638,2,170
IDFM:13905,IDFM:32803,2,235
IDFM:13180,IDFM:17213,2,313
IDFM:480851,IDFM:477338,2,318
IDFM:14015,IDFM:32847,2,308
IDFM:33171,IDFM:33172,2,60
IDFM:26915,IDFM:27724,2,284
IDFM:27030,IDFM:4297,2,259
IDFM:18825,IDFM:462427,2,190
IDFM:4347,IDFM:4322,2,314
IDFM:417791,IDFM:16928,2,184
IDFM:39195,IDFM:19290,2,168
IDFM:8863,IDFM:5451,2,60
IDFM:38122,IDFM:478349,2,329
IDFM:25972,IDFM:7824,2,283
IDFM:25137,IDFM:36976,2,365
IDFM:7477,IDFM:25817,2,301
IDFM:21598,IDFM:483625,2,261
IDFM:18776,IDFM:8825,2,361
IDFM:490844,IDFM:21292,2,217
IDFM:478982,IDFM:26679,2,107
IDFM:421796,IDFM:422328,2,249
IDFM:39394,IDFM:39481,2,333
IDFM:20543,IDFM:4133,2,292
IDFM:33803,IDFM:33807,2,355
IDFM:7214,IDFM:12935,2,250
IDFM:462960,IDFM:28258,2,297
IDFM:30270,IDFM:30269,2,100
IDFM:29932,IDFM:426425,2,364
IDFM:27592,IDFM:27596,2,60
IDFM:488440,IDFM:13891,2,140
IDFM:14394,IDFM:14204,2,286
IDFM:8905,IDFM:483227,2,238
IDFM:8491,IDFM:4011,2,382
IDFM:32561,IDFM:32555,2,252
IDFM:427820,IDFM:463257,2,247
IDFM:2294,IDFM:22912,2,340
IDFM:7477,IDFM:monomodalStopPlace:47875,2,197
IDFM:10281,IDFM:28531,2,240
IDFM:33272,IDFM:33271,2,60
IDFM:426812,IDFM:488256,2,60
IDFM:474159,IDFM:31140,2,295
IDFM:13694,IDFM:472781,2,271
IDFM:10813,IDFM:4941,2,345
IDFM:34052,IDFM:34046,2,348
IDFM:27113,IDFM:9553,2,327
IDFM:7774,IDFM:28518,2,199
IDFM:477843,IDFM:10258,2,111
IDFM:21955,IDFM:25260,2,189
IDFM:24410,IDFM:37707,2,60
IDFM:477441,IDFM:477439,2,333
IDFM:22498,IDFM:463195,2,197
IDFM:10679,IDFM:20097,2,422
IDFM:411722,IDFM:15833,2,62
IDFM:26228,IDFM:463371,2,298
IDFM:8167,IDFM:8166,2,99
IDFM:37142,IDFM:26749,2,60
IDFM:16716,IDFM:16717,2,61
IDFM:36438,IDFM:25995,2,60
IDFM:478004,IDFM:11245,2,235
IDFM:421409,IDFM:463046,2,322
IDFM:463952,IDFM:39546,2,260
IDFM:38270,IDFM:38275,2,181
IDFM:471105,IDFM:monomodalStopPlace:411495,2,236
IDFM:424898,IDFM:14413,2,270
IDFM:34921,IDFM:34920,2,299
IDFM:18273,IDFM:20216,2,60
IDFM:19844,IDFM:15378,2,60
IDFM:39042,IDFM:19616,2,380
IDFM:14591,IDFM:14564,2,220
IDFM:463114,IDFM:9108,2,221
IDFM:23065,IDFM:32807,2,60
IDFM:15249,IDFM:21783,2,293
IDFM:17566,IDFM:22042,2,227
IDFM:11719,IDFM:11684,2,363
IDFM:480942,IDFM:34726,2,338
IDFM:17917,IDFM:17875,2,340
IDFM:42054,IDFM:30022,2,96
IDFM:421847,IDFM:14612,2,220
IDFM:463112,IDFM:40055,2,225
IDFM:33114,IDFM:463744,2,289
IDFM:420991,IDFM:421005,2,343
IDFM:471878,IDFM:27677,2,298
IDFM:29045,IDFM:420311,2,373
IDFM:36421,IDFM:monomodalStopPlace:58937,2,252
IDFM:28400,IDFM:22026,2,244
IDFM:12225,IDFM:12139,2,297
IDFM:417740,IDFM:12442,2,60
IDFM:4285,IDFM:20285,2,274
IDFM:9585,IDFM:9586,2,349
IDFM:37735,IDFM:21956,2,303
IDFM:7515,IDFM:28483,2,374
IDFM:477111,IDFM:13465,2,269
IDFM:11074,IDFM:488289,2,342
IDFM:486752,IDFM:19805,2,100
IDFM:10367,IDFM:10366,2,237
IDFM:32465,IDFM:484093,2,60
IDFM:29282,IDFM:26893,2,357
IDFM:36899,IDFM:36898,2,60
IDFM:41983,IDFM:41978,2,60
IDFM:39316,IDFM:37376,2,63
IDFM:37497,IDFM:40591,2,250
IDFM:9002,IDFM:9001,2,277
IDFM:11518,IDFM:7817,2,189
IDFM:19311,IDFM:19075,2,103
IDFM:39673,IDFM:28829,2,362
IDFM:37512,IDFM:22718,2,73
IDFM:21719,IDFM:21718,2,86
IDFM:416575,IDFM:416585,2,333
IDFM:426817,IDFM:18863,2,305
IDFM:36929,IDFM:36921,2,246
IDFM:419583,IDFM:419633,2,288
IDFM:24784,IDFM:28019,2,118
IDFM:40006,IDFM:8436,2,336
IDFM:2772,IDFM:19801,2,123
IDFM:19104,IDFM:19126,2,167
IDFM:7671,IDFM:5376,2,174
IDFM:21748,IDFM:23557,2,361
IDFM:2334,IDFM:12710,2,361
IDFM:427110,IDFM:22647,2,238
IDFM:424618,IDFM:14179,2,60
IDFM:34483,IDFM:34479,2,319
IDFM:3488,IDFM:11498,2,194
IDFM:30502,IDFM:30503,2,60
IDFM:27758,IDFM:27764,2,60
IDFM:23438,IDFM:23439,2,12
IDFM:4503,IDFM:4522,2,298
IDFM:5282,IDFM:5283,2,314
IDFM:10448,IDFM:26759,2,79
IDFM:26335,IDFM:26336,2,60
IDFM:41795,IDFM:423136,2,60
IDFM:27486,IDFM:22054,2,307
IDFM:39981,IDFM:monomodalStopPlace:58879,2,302
IDFM:22072,IDFM:426152,2,193
IDFM:22340,IDFM:7857,2,143
IDFM:425003,IDFM:40618,2,228
IDFM:2815,IDFM:11467,2,253
IDFM:28561,IDFM:35847,2,241
IDFM:41515,IDFM:486410,2,72
IDFM:12587,IDFM:479326,2,291
IDFM:22421,IDFM:490523,2,114
IDFM:27097,IDFM:25522,2,307
IDFM:413086,IDFM:413084,2,371
IDFM:427461,IDFM:34690,2,87
IDFM:22778,IDFM:423010,2,60
IDFM:415315,IDFM:14280,2,179
IDFM:415318,IDFM:41957,2,84
IDFM:482894,IDFM:483230,2,628
IDFM:24928,IDFM:29466,2,262
IDFM:6199,IDFM:15156,2,342
IDFM:479768,IDFM:18880,2,354
IDFM:426200,IDFM:427505,2,333
IDFM:426009,IDFM:11371,2,323
IDFM:24685,IDFM:22118,2,376
IDFM:monomodalStopPlace:47665,IDFM:487979,2,303
IDFM:477273,IDFM:8916,2,346
IDFM:16781,IDFM:16861,2,360
IDFM:424840,IDFM:36762,2,60
IDFM:483225,IDFM:10138,2,322
IDFM:2485,IDFM:2495,2,308
IDFM:30373,IDFM:30385,2,280
IDFM:488440,IDFM:13479,2,145
IDFM:470702,IDFM:22137,2,288
IDFM:monomodalStopPlace:47181,IDFM:9840,2,200
IDFM:36190,IDFM:36189,2,60
IDFM:monomodalStopPlace:44877,IDFM:22137,2,330
IDFM:462982,IDFM:24820,2,351
IDFM:18778,IDFM:18776,2,286
IDFM:17094,IDFM:17083,2,316
IDFM:23439,IDFM:23438,2,12
IDFM:17545,IDFM:2706,2,2252
IDFM:462210,IDFM:477098,2,326
IDFM:422955,IDFM:422956,2,60
IDFM:monomodalStopPlace:47603,IDFM:19645,2,314
IDFM:12748,IDFM:28662,2,230
IDFM:37784,IDFM:24916,2,93
IDFM:5321,IDFM:5322,2,61
IDFM:12278,IDFM:12073,2,334
IDFM:26798,IDFM:8160,2,145
IDFM:36896,IDFM:26503,2,60
IDFM:479765,IDFM:37060,2,60
IDFM:18545,IDFM:18544,2,60
IDFM:28296,IDFM:41720,2,148
IDFM:24419,IDFM:22022,2,225
IDFM:37296,IDFM:37292,2,346
IDFM:8743,IDFM:8834,2,179
IDFM:422396,IDFM:17139,2,263
IDFM:14316,IDFM:13277,2,187
IDFM:15094,IDFM:18978,2,268
IDFM:9949,IDFM:477510,2,60
IDFM:427211,IDFM:41673,2,379
IDFM:19483,IDFM:19450,2,78
IDFM:36987,IDFM:26265,2,236
IDFM:486927,IDFM:472779,2,200
IDFM:monomodalStopPlace:47875,IDFM:39998,2,221
IDFM:414328,IDFM:38758,2,60
IDFM:463388,IDFM:426677,2,287
IDFM:15248,IDFM:21783,2,253
IDFM:425125,IDFM:33840,2,373
IDFM:30811,IDFM:30951,2,381
IDFM:477709,IDFM:8592,2,60
IDFM:28749,IDFM:21989,2,202
IDFM:486605,IDFM:24194,2,316
IDFM:monomodalStopPlace:58566,IDFM:462971,2,240
IDFM:9871,IDFM:22101,2,277
IDFM:22026,IDFM:462946,2,265
IDFM:19137,IDFM:478646,2,227
IDFM:462987,IDFM:22027,2,11
IDFM:23402,IDFM:39569,2,376
IDFM:21442,IDFM:21398,2,184
IDFM:486708,IDFM:481069,2,53
IDFM:24469,IDFM:40784,2,275
IDFM:19768,IDFM:17037,2,271
IDFM:12166,IDFM:12165,2,60
IDFM:490589,IDFM:426420,2,130
IDFM:485384,IDFM:415101,2,235
IDFM:20038,IDFM:20036,2,365
IDFM:8177,IDFM:460489,2,334
IDFM:24808,IDFM:26273,2,297
IDFM:28111,IDFM:3206,2,255
IDFM:490641,IDFM:14581,2,373
IDFM:472755,IDFM:463188,2,366
IDFM:3878,IDFM:3691,2,196
IDFM:30017,IDFM:427651,2,75
IDFM:28077,IDFM:28075,2,60
IDFM:14624,IDFM:14571,2,270
IDFM:39855,IDFM:29335,2,349
IDFM:17890,IDFM:17858,2,243
IDFM:17382,IDFM:17284,2,295
IDFM:426986,IDFM:472763,2,60
IDFM:37330,IDFM:37331,2,60
IDFM:4460,IDFM:31834,2,128
IDFM:482897,IDFM:18504,2,337
IDFM:490992,IDFM:491253,2,60
IDFM:34093,IDFM:34092,2,339
IDFM:491186,IDFM:14236,2,258
IDFM:427539,IDFM:490524,2,60
IDFM:14386,IDFM:14382,2,331
IDFM:477439,IDFM:477410,2,212
IDFM:37892,IDFM:37911,2,60
IDFM:14848,IDFM:14847,2,60
IDFM:24591,IDFM:427588,2,293
IDFM:28552,IDFM:478514,2,305
IDFM:40777,IDFM:24887,2,267
IDFM:19509,IDFM:19371,2,93
IDFM:3158,IDFM:21812,2,343
IDFM:420614,IDFM:7422,2,380
IDFM:427840,IDFM:39046,2,60
IDFM:4299,IDFM:4347,2,272
IDFM:31671,IDFM:8599,2,375
IDFM:413132,IDFM:37805,2,95
IDFM:463730,IDFM:33477,2,103
IDFM:16905,IDFM:41439,2,60
IDFM:5318,IDFM:5319,2,60
IDFM:25996,IDFM:37284,2,60
IDFM:4868,IDFM:4873,2,322
IDFM:481364,IDFM:470831,2,72
IDFM:480987,IDFM:480988,2,60
IDFM:24781,IDFM:22040,2,369
IDFM:24347,IDFM:23277,2,331
IDFM:25089,IDFM:471934,2,358
IDFM:18758,IDFM:34761,2,60
IDFM:19981,IDFM:417705,2,192
IDFM:39329,IDFM:monomodalStopPlace:58759,2,247
IDFM:40114,IDFM:19012,2,321
IDFM:423644,IDFM:419593,2,276
IDFM:22592,IDFM:27550,2,330
IDFM:18676,IDFM:13655,2,86
IDFM:4482,IDFM:4479,2,347
IDFM:480029,IDFM:35994,2,377
IDFM:26755,IDFM:490526,2,360
IDFM:32291,IDFM:32190,2,64
IDFM:22151,IDFM:463103,2,80
IDFM:monomodalStopPlace:47916,IDFM:472781,2,359
IDFM:23791,IDFM:490816,2,61
IDFM:414713,IDFM:414714,2,60
IDFM:21790,IDFM:26895,2,344
IDFM:36357,IDFM:20027,2,60
IDFM:11551,IDFM:20329,2,128
IDFM:17580,IDFM:31261,2,321
IDFM:8993,IDFM:9019,2,100
IDFM:26273,IDFM:24807,2,321
IDFM:27005,IDFM:9553,2,99
IDFM:31228,IDFM:418994,2,336
IDFM:480678,IDFM:480674,2,126
IDFM:15595,IDFM:15596,2,60
IDFM:23994,IDFM:24110,2,162
IDFM:22642,IDFM:37139,2,80
IDFM:413155,IDFM:39992,2,226
IDFM:13111,IDFM:27037,2,129
IDFM:22007,IDFM:22816,2,262
IDFM:480341,IDFM:480112,2,244
IDFM:482110,IDFM:monomodalStopPlace:462901,2,258
IDFM:463278,IDFM:480531,2,180
IDFM:15126,IDFM:15124,2,319
IDFM:8119,IDFM:9554,2,354
IDFM:486847,IDFM:486822,2,7
IDFM:463206,IDFM:27116,2,262
IDFM:24025,IDFM:39401,2,287
IDFM:20232,IDFM:9949,2,182
IDFM:32192,IDFM:32190,2,60
IDFM:463242,IDFM:22847,2,380
IDFM:40228,IDFM:23164,2,272
IDFM:3807,IDFM:3880,2,217
IDFM:21624,IDFM:478974,2,150
IDFM:26362,IDFM:37119,2,264
IDFM:36485,IDFM:monomodalStopPlace:44877,2,245
IDFM:25996,IDFM:25999,2,248
IDFM:22364,IDFM:463158,2,262
IDFM:27148,IDFM:413280,2,252
IDFM:4527,IDFM:4624,2,60
IDFM:478898,IDFM:463484,2,204
IDFM:23391,IDFM:25270,2,67
IDFM:40517,IDFM:463145,2,195
IDFM:490625,IDFM:490628,2,278
IDFM:463169,IDFM:36096,2,301
IDFM:13737,IDFM:13713,2,374
IDFM:25907,IDFM:27541,2,284
IDFM:17890,IDFM:417771,2,317
IDFM:32848,IDFM:13982,2,169
IDFM:37271,IDFM:411300,2,316
IDFM:23484,IDFM:420555,2,257
IDFM:474267,IDFM:39142,2,298
IDFM:16173,IDFM:16179,2,87
IDFM:490930,IDFM:39867,2,60
IDFM:30689,IDFM:30696,2,378
IDFM:32144,IDFM:32145,2,60
IDFM:2560,IDFM:422929,2,76
IDFM:32148,IDFM:32186,2,346
IDFM:25631,IDFM:22042,2,220
IDFM:27419,IDFM:483465,2,60
IDFM:419766,IDFM:38521,2,60
IDFM:417709,IDFM:17929,2,226
IDFM:2332,IDFM:2159,2,89
IDFM:22073,IDFM:21919,2,200
IDFM:21918,IDFM:22026,2,171
IDFM:17223,IDFM:17238,2,299
IDFM:2414,IDFM:2413,2,60
IDFM:monomodalStopPlace:43191,IDFM:5387,2,198
IDFM:8858,IDFM:5460,2,60
IDFM:7311,IDFM:472975,2,214
IDFM:37705,IDFM:37706,2,320
IDFM:37821,IDFM:monomodalStopPlace:43074,2,189
IDFM:39586,IDFM:419703,2,110
IDFM:17060,IDFM:13196,2,234
IDFM:12758,IDFM:12748,2,354
IDFM:3110,IDFM:monomodalStopPlace:486971,2,282
IDFM:22132,IDFM:462974,2,12
IDFM:463100,IDFM:37360,2,326
IDFM:428011,IDFM:483498,2,341
IDFM:12945,IDFM:3804,2,316
IDFM:22452,IDFM:28065,2,125
IDFM:25892,IDFM:25639,2,60
IDFM:4242,IDFM:4236,2,259
IDFM:426791,IDFM:13071,2,60
IDFM:19682,IDFM:425860,2,60
IDFM:41851,IDFM:40526,2,128
IDFM:472638,IDFM:3378,2,142
IDFM:426787,IDFM:472593,2,626
IDFM:23004,IDFM:462974,2,267
IDFM:37344,IDFM:7323,2,340
IDFM:21087,IDFM:monomodalStopPlace:461504,2,272
IDFM:27842,IDFM:39536,2,66
IDFM:21983,IDFM:462944,2,35
IDFM:18304,IDFM:18305,2,60
IDFM:11981,IDFM:33397,2,243
IDFM:26025,IDFM:26410,2,287
IDFM:22143,IDFM:monomodalStopPlace:43238,2,480
IDFM:11701,IDFM:3770,2,79
IDFM:20361,IDFM:20319,2,333
IDFM:6784,IDFM:9843,2,226
IDFM:32221,IDFM:32058,2,238
IDFM:478873,IDFM:463927,2,328
IDFM:37530,IDFM:22181,2,215
IDFM:420302,IDFM:28407,2,372
IDFM:19530,IDFM:18986,2,341
IDFM:413564,IDFM:417065,2,304
IDFM:463070,IDFM:25088,2,353
IDFM:33301,IDFM:33300,2,321
IDFM:41975,IDFM:2346,2,355
IDFM:427168,IDFM:427167,2,370
IDFM:25591,IDFM:30063,2,357
IDFM:7507,IDFM:7503,2,366
IDFM:4663,IDFM:4662,2,60
IDFM:37388,IDFM:27008,2,317
IDFM:38710,IDFM:488492,2,349
IDFM:490526,IDFM:28434,2,253
IDFM:39463,IDFM:463108,2,334
IDFM:482541,IDFM:420165,2,300
IDFM:480327,IDFM:470662,2,60
IDFM:13105,IDFM:7678,2,340
IDFM:32038,IDFM:32020,2,327
IDFM:476963,IDFM:32385,2,368
IDFM:8685,IDFM:8930,2,315
IDFM:25132,IDFM:25146,2,297
IDFM:22047,IDFM:28029,2,315
IDFM:486260,IDFM:486263,2,60
IDFM:422614,IDFM:477391,2,289
IDFM:16454,IDFM:479419,2,373
IDFM:28832,IDFM:421279,2,185
IDFM:17238,IDFM:17239,2,67
IDFM:19846,IDFM:monomodalStopPlace:43161,2,212
IDFM:463006,IDFM:monomodalStopPlace:470519,2,162
IDFM:419418,IDFM:37868,2,196
IDFM:5376,IDFM:7672,2,262
IDFM:19765,IDFM:19761,2,60
IDFM:419372,IDFM:18200,2,60
IDFM:28808,IDFM:36846,2,217
IDFM:463405,IDFM:479419,2,282
IDFM:27651,IDFM:27652,2,94
IDFM:474294,IDFM:32193,2,326
IDFM:33062,IDFM:463725,2,345
IDFM:39765,IDFM:22981,2,105
IDFM:37910,IDFM:8038,2,408
IDFM:488586,IDFM:488588,2,97
IDFM:21671,IDFM:417763,2,212
IDFM:412094,IDFM:6784,2,374
IDFM:37546,IDFM:424219,2,380
IDFM:14254,IDFM:14244,2,319
IDFM:5253,IDFM:22251,2,300
IDFM:485883,IDFM:11317,2,353
IDFM:411552,IDFM:35367,2,244
IDFM:477232,IDFM:462567,2,226
IDFM:27480,IDFM:29283,2,82
IDFM:472147,IDFM:472363,2,57
IDFM:24919,IDFM:monomodalStopPlace:43196,2,227
IDFM:11518,IDFM:11515,2,373
IDFM:29819,IDFM:29820,2,60
IDFM:8708,IDFM:8946,2,316
IDFM:463398,IDFM:16626,2,285
IDFM:29459,IDFM:36136,2,163
IDFM:14198,IDFM:14197,2,60
IDFM:monomodalStopPlace:58566,IDFM:21964,2,240
IDFM:36345,IDFM:36353,2,60
IDFM:23557,IDFM:21735,2,60
IDFM:24918,IDFM:24916,2,60
IDFM:23324,IDFM:463141,2,260
IDFM:3372,IDFM:3377,2,312
IDFM:25766,IDFM:25769,2,140
IDFM:478665,IDFM:422992,2,387
IDFM:10482,IDFM:10483,2,175
IDFM:463255,IDFM:27335,2,319
IDFM:16038,IDFM:16037,2,60
IDFM:2792,IDFM:477729,2,242
IDFM:15373,IDFM:15372,2,60
IDFM:22451,IDFM:421008,2,278
IDFM:34980,IDFM:35102,2,343
IDFM:24128,IDFM:460489,2,126
IDFM:21919,IDFM:24977,2,321
IDFM:491411,IDFM:22824,2,372
IDFM:12070,IDFM:462400,2,367
IDFM:418985,IDFM:418988,2,60
IDFM:25545,IDFM:25542,2,103
IDFM:416838,IDFM:416841,2,60
IDFM:39458,IDFM:monomodalStopPlace:43238,2,379
IDFM:5367,IDFM:5369,2,225
IDFM:5184,IDFM:419831,2,307
IDFM:33016,IDFM:33017,2,60
IDFM:2459,IDFM:2460,2,60
IDFM:22095,IDFM:39487,2,296
IDFM:14484,IDFM:3586,2,130
IDFM:17245,IDFM:17244,2,80
IDFM:3574,IDFM:3590,2,227
IDFM:monomodalStopPlace:43228,IDFM:12241,2,288
IDFM:36908,IDFM:24113,2,81
IDFM:24770,IDFM:24788,2,377
IDFM:33906,IDFM:33901,2,340
IDFM:29167,IDFM:18301,2,322
IDFM:4328,IDFM:34335,2,91
IDFM:479844,IDFM:37117,2,83
IDFM:19328,IDFM:19482,2,66
IDFM:463079,IDFM:39789,2,300
IDFM:19192,IDFM:18986,2,165
IDFM:463790,IDFM:463103,2,219
IDFM:21963,IDFM:462970,2,108
IDFM:26092,IDFM:7937,2,279
IDFM:411692,IDFM:411699,2,350
IDFM:16881,IDFM:19219,2,60
IDFM:39644,IDFM:426040,2,196
IDFM:477920,IDFM:30909,2,67
IDFM:2609,IDFM:422898,2,98
IDFM:9139,IDFM:463029,2,324
IDFM:411229,IDFM:12534,2,255
IDFM:19301,IDFM:19097,2,110
IDFM:39958,IDFM:3742,2,379
IDFM:33192,IDFM:33190,2,330
IDFM:37140,IDFM:22051,2,281
IDFM:34378,IDFM:32069,2,367
IDFM:31159,IDFM:31189,2,346
IDFM:11074,IDFM:11042,2,284
IDFM:31987,IDFM:31226,2,240
IDFM:35861,IDFM:15767,2,253
IDFM:22770,IDFM:25319,2,168
IDFM:3458,IDFM:3443,2,300
IDFM:463300,IDFM:420302,2,359
IDFM:9075,IDFM:5330,2,120
IDFM:7937,IDFM:40598,2,251
IDFM:3579,IDFM:3548,2,274
IDFM:33142,IDFM:487976,2,202
IDFM:426653,IDFM:4249,2,285
IDFM:19985,IDFM:19969,2,327
IDFM:3736,IDFM:23555,2,338
IDFM:7733,IDFM:472760,2,341
IDFM:30753,IDFM:411739,2,161
IDFM:10179,IDFM:28111,2,299
IDFM:38780,IDFM:419491,2,60
IDFM:15115,IDFM:19319,2,60
IDFM:39210,IDFM:19180,2,169
IDFM:487810,IDFM:12118,2,346
IDFM:2361,IDFM:413189,2,111
IDFM:6231,IDFM:6230,2,60
IDFM:416590,IDFM:416593,2,60
IDFM:22430,IDFM:40182,2,292
IDFM:427895,IDFM:427897,2,60
IDFM:414470,IDFM:38847,2,303
IDFM:478665,IDFM:3116,2,328
IDFM:10219,IDFM:18266,2,345
IDFM:34673,IDFM:23065,2,60
IDFM:8390,IDFM:463073,2,194
IDFM:10342,IDFM:10339,2,227
